foodDiffX,foodDiffY,left_collision,front_collision,right_collision,direction,action
16.0,38.0,4,13,21,1,1
14.0,38.0,4,12,21,1,1
12.0,38.0,4,11,21,1,1
10.0,38.0,4,10,21,1,1
8.0,38.0,4,9,21,1,1
6.0,38.0,4,8,21,1,1
4.0,38.0,4,7,21,1,1
2.0,38.0,4,6,21,1,1
0.0,38.0,4,5,21,1,4
0.0,36.0,5,20,13,4,4
0.0,34.0,5,19,13,4,4
0.0,32.0,5,18,28,4,4
0.0,30.0,5,17,28,4,4
0.0,28.0,5,16,28,4,4
0.0,26.0,5,15,28,4,4
0.0,24.0,5,14,28,4,4
0.0,22.0,5,13,28,4,4
0.0,20.0,5,12,28,4,4
0.0,18.0,5,11,28,4,4
0.0,16.0,5,10,28,4,4
0.0,14.0,5,9,28,4,4
0.0,12.0,5,8,28,4,4
0.0,10.0,5,7,28,4,4
0.0,8.0,5,6,28,4,4
0.0,6.0,5,5,28,4,4
0.0,4.0,5,4,28,4,4
0.0,2.0,5,3,28,4,4
-52.0,-44.0,5,2,28,4,2
-50.0,-44.0,2,27,19,2,2
-48.0,-44.0,2,26,19,2,2
-46.0,-44.0,2,25,19,2,2
-44.0,-44.0,2,24,23,2,2
-42.0,-44.0,2,23,23,2,2
-40.0,-44.0,2,22,23,2,2
-38.0,-44.0,2,21,23,2,2
-36.0,-44.0,2,20,23,2,2
-34.0,-44.0,2,19,23,2,2
-32.0,-44.0,2,18,23,2,2
-30.0,-44.0,2,17,23,2,2
-28.0,-44.0,2,16,23,2,2
-26.0,-44.0,2,15,23,2,2
-24.0,-44.0,2,14,23,2,2
-22.0,-44.0,2,13,23,2,2
-20.0,-44.0,2,12,23,2,2
-18.0,-44.0,2,11,23,2,2
-16.0,-44.0,2,10,23,2,2
-14.0,-44.0,2,9,23,2,2
-12.0,-44.0,2,8,23,2,2
-10.0,-44.0,2,7,23,2,2
-8.0,-44.0,2,6,23,2,2
-6.0,-44.0,2,5,23,2,2
-4.0,-44.0,2,4,23,2,2
-2.0,-44.0,2,3,23,2,2
0.0,-44.0,2,2,23,2,3
0.0,-42.0,2,22,31,3,3
0.0,-40.0,2,21,31,3,3
0.0,-38.0,2,20,31,3,3
0.0,-36.0,2,19,31,3,3
0.0,-34.0,2,18,31,3,3
0.0,-32.0,2,17,31,3,3
0.0,-30.0,2,16,31,3,3
0.0,-28.0,2,15,31,3,3
0.0,-26.0,2,14,31,3,3
0.0,-24.0,2,13,31,3,3
0.0,-22.0,2,12,31,3,3
0.0,-20.0,2,11,31,3,3
0.0,-18.0,2,10,31,3,3
0.0,-16.0,2,9,31,3,3
0.0,-14.0,2,8,31,3,3
0.0,-12.0,2,7,31,3,3
0.0,-10.0,2,6,31,3,3
0.0,-8.0,2,5,31,3,3
0.0,-6.0,2,4,31,3,3
0.0,-4.0,2,3,31,3,3
0.0,-2.0,2,2,31,3,3
10.0,30.0,2,1,31,3,1
8.0,30.0,1,30,22,1,1
6.0,30.0,1,29,22,1,1
4.0,30.0,1,28,24,1,1
2.0,30.0,1,27,24,1,1
0.0,30.0,1,26,24,1,4
0.0,28.0,26,23,5,4,4
0.0,26.0,26,22,5,4,4
0.0,24.0,26,21,5,4,4
0.0,22.0,26,20,5,4,4
