foodDiffX,foodDiffY,up_collision,down_collision,left_collision,right_collision,direction,action
12.0,12.0,1,16,25,8,4,1
10.0,12.0,9,16,1,7,1,4
10.0,10.0,1,15,26,7,4,1
8.0,10.0,10,15,1,6,1,4
8.0,8.0,1,14,27,6,4,1
6.0,8.0,11,14,1,5,1,4
6.0,6.0,1,13,28,5,4,1
4.0,6.0,12,13,1,4,1,4
4.0,4.0,1,12,29,4,4,1
2.0,4.0,13,12,1,3,1,4
2.0,2.0,1,11,30,3,4,1
0.0,2.0,14,11,1,2,1,4
-52.0,2.0,1,10,31,2,4,2
-50.0,2.0,1,10,30,1,2,2
-48.0,2.0,2,10,29,1,2,2
-46.0,2.0,3,10,28,1,2,2
-44.0,2.0,4,10,27,1,2,2
-42.0,2.0,5,10,26,1,2,2
-40.0,2.0,6,10,25,1,2,2
-38.0,2.0,7,10,24,1,2,2
-36.0,2.0,8,10,23,1,2,2
-34.0,2.0,15,10,22,1,2,2
-32.0,2.0,15,10,21,1,2,2
-30.0,2.0,15,10,20,1,2,2
-28.0,2.0,15,10,19,1,2,2
-26.0,2.0,15,10,18,1,2,2
-24.0,2.0,15,10,17,1,2,2
-22.0,2.0,15,10,16,1,2,2
-20.0,2.0,15,10,15,1,2,2
-18.0,2.0,15,10,14,1,2,2
-16.0,2.0,15,10,13,1,2,2
-14.0,2.0,15,10,12,1,2,2
-12.0,2.0,15,10,11,1,2,2
-10.0,2.0,15,10,10,1,2,2
-8.0,2.0,15,10,9,1,2,2
-6.0,2.0,15,10,8,1,2,2
-4.0,2.0,15,10,7,1,2,2
-2.0,2.0,15,10,6,1,2,2
0.0,2.0,15,10,5,1,2,4
46.0,-6.0,1,9,5,28,4,1
44.0,-6.0,1,9,1,27,1,1
42.0,-6.0,1,9,1,26,1,1
40.0,-6.0,1,9,1,25,1,1
38.0,-6.0,1,9,1,24,1,1
36.0,-6.0,1,9,1,23,1,1
34.0,-6.0,1,9,1,22,1,1
32.0,-6.0,1,9,1,21,1,1
30.0,-6.0,1,9,1,20,1,1
28.0,-6.0,1,9,1,19,1,1
26.0,-6.0,1,9,1,18,1,1
24.0,-6.0,1,9,1,17,1,1
22.0,-6.0,1,9,1,16,1,1
20.0,-6.0,16,9,1,15,1,1
18.0,-6.0,16,9,1,14,1,1
16.0,-6.0,16,9,1,13,1,1
14.0,-6.0,16,9,1,12,1,1
12.0,-6.0,16,9,1,11,1,1
10.0,-6.0,16,9,1,10,1,1
8.0,-6.0,16,9,1,9,1,1
6.0,-6.0,16,9,1,8,1,1
4.0,-6.0,16,9,1,7,1,3
4.0,-4.0,15,1,19,7,3,1
2.0,-4.0,15,10,1,6,1,3
2.0,-2.0,14,1,27,6,3,1
0.0,-2.0,14,11,1,5,1,3
-32.0,10.0,13,1,28,5,3,2
-30.0,10.0,13,1,27,1,2,2
-28.0,10.0,13,2,26,1,2,2
-26.0,10.0,13,3,25,1,2,2
-24.0,10.0,13,3,24,1,2,2
-22.0,10.0,13,3,23,1,2,2
-20.0,10.0,13,3,22,1,2,2
-18.0,10.0,13,3,21,1,2,2
-16.0,10.0,13,3,20,1,2,2
-14.0,10.0,13,3,19,1,2,2
-12.0,10.0,13,3,18,1,2,2
-10.0,10.0,13,3,17,1,2,2
-8.0,10.0,13,12,16,1,2,4
-8.0,8.0,1,11,16,11,4,2
-6.0,8.0,14,11,15,1,2,4
-6.0,6.0,1,10,15,11,4,2
-4.0,6.0,15,10,14,1,2,4
-4.0,4.0,1,9,14,8,4,2
-2.0,4.0,16,9,13,1,2,4
-2.0,2.0,1,8,13,20,4,2
0.0,2.0,17,8,12,1,2,4
2.0,-8.0,1,7,12,21,4,2
4.0,-8.0,18,7,11,1,2,3
4.0,-6.0,17,1,11,1,3,3
4.0,-4.0,16,1,11,2,3,1
2.0,-4.0,16,1,1,1,1,3
2.0,-2.0,15,1,12,2,3,1
0.0,-2.0,15,1,1,1,1,3
10.0,12.0,14,1,13,2,3,1
8.0,12.0,14,1,1,1,1,3
8.0,14.0,13,1,14,2,3,1
6.0,14.0,13,1,1,1,1,3
6.0,16.0,12,1,15,18,3,1
4.0,16.0,12,1,1,17,1,1
2.0,16.0,12,1,1,16,1,1
0.0,16.0,12,1,1,15,1,1
-2.0,16.0,12,1,1,14,1,1
-4.0,16.0,12,13,1,13,1,4
-4.0,14.0,1,12,2,13,4,4
-4.0,12.0,1,11,4,13,4,4
-4.0,10.0,1,10,5,13,4,4
-4.0,8.0,1,9,6,13,4,4
-4.0,6.0,1,8,7,13,4,4
-4.0,4.0,1,7,8,13,4,2
-2.0,4.0,6,7,7,1,2,4
-2.0,2.0,1,6,19,14,4,2
0.0,2.0,7,6,18,1,2,4
-14.0,8.0,1,5,18,15,4,2
-12.0,8.0,8,5,17,1,2,2
-10.0,8.0,8,5,16,1,2,2
-8.0,8.0,7,5,15,1,2,2
-6.0,8.0,6,5,14,1,2,4
-6.0,6.0,1,4,14,19,4,2
-4.0,6.0,6,4,13,1,2,4
-4.0,4.0,1,3,13,20,4,2
-2.0,4.0,7,3,12,1,2,4
-2.0,2.0,1,2,12,21,4,2
0.0,2.0,23,2,11,1,2,4
36.0,-2.0,1,1,11,22,4,1
34.0,-2.0,1,1,1,21,1,1
32.0,-2.0,2,1,1,20,1,1
30.0,-2.0,3,1,1,19,1,1
28.0,-2.0,4,1,1,18,1,1
26.0,-2.0,4,1,1,17,1,1
24.0,-2.0,4,1,1,16,1,1
22.0,-2.0,4,1,1,15,1,1
20.0,-2.0,5,1,1,14,1,1
18.0,-2.0,6,1,1,13,1,1
16.0,-2.0,24,1,1,12,1,1
14.0,-2.0,24,1,1,11,1,1
12.0,-2.0,24,1,1,10,1,1
10.0,-2.0,24,1,1,9,1,1
8.0,-2.0,24,1,1,8,1,1
6.0,-2.0,24,1,1,7,1,1
4.0,-2.0,24,1,1,6,1,1
2.0,-2.0,24,1,1,5,1,1
0.0,-2.0,24,1,1,4,1,3
-6.0,0.0,23,1,17,4,3,2
-4.0,0.0,23,1,16,1,2,2
-2.0,0.0,23,1,15,1,2,2
-44.0,-16.0,23,1,14,1,2,2
-42.0,-16.0,23,1,13,1,2,2
-40.0,-16.0,23,1,12,1,2,2
-38.0,-16.0,23,1,11,1,2,2
-36.0,-16.0,23,1,10,1,2,2
-34.0,-16.0,23,1,9,1,2,2
-32.0,-16.0,23,1,8,1,2,2
-30.0,-16.0,23,1,7,1,2,2
-28.0,-16.0,23,1,6,1,2,2
-26.0,-16.0,23,1,6,1,2,2
-24.0,-16.0,23,1,16,1,2,2
-22.0,-16.0,23,1,15,1,2,2
-20.0,-16.0,23,1,14,1,2,2
-18.0,-16.0,23,2,13,1,2,2
-16.0,-16.0,23,2,12,1,2,2
-14.0,-16.0,23,2,11,1,2,3
-14.0,-14.0,22,1,11,22,3,2
-12.0,-14.0,22,3,10,1,2,3
-12.0,-12.0,21,1,10,23,3,2
-10.0,-12.0,21,4,9,1,2,3
-10.0,-10.0,20,1,9,24,3,2
-8.0,-10.0,20,5,8,1,2,3
-8.0,-8.0,19,1,8,25,3,2
-6.0,-8.0,19,6,7,1,2,3
-6.0,-6.0,18,1,7,26,3,2
-4.0,-6.0,18,7,6,1,2,3
-4.0,-4.0,17,1,6,27,3,2
-2.0,-4.0,17,8,5,1,2,3
-2.0,-2.0,16,1,5,28,3,2
0.0,-2.0,16,9,4,1,2,3
-6.0,-2.0,15,1,4,29,3,2
-4.0,-2.0,15,10,3,1,2,2
-2.0,-2.0,15,10,2,1,2,2
0.0,-2.0,15,10,1,1,2,3
46.0,6.0,14,1,1,32,3,1
44.0,6.0,14,1,1,31,1,1
42.0,6.0,14,1,1,30,1,1
40.0,6.0,14,1,1,29,1,1
38.0,6.0,14,2,1,28,1,1
36.0,6.0,14,3,1,27,1,1
34.0,6.0,14,4,1,26,1,1
32.0,6.0,14,5,1,25,1,1
30.0,6.0,14,6,1,24,1,1
28.0,6.0,14,7,1,23,1,1
26.0,6.0,14,8,1,22,1,1
24.0,6.0,14,9,1,21,1,1
22.0,6.0,14,9,1,20,1,1
20.0,6.0,14,11,1,19,1,1
18.0,6.0,14,11,1,18,1,1
16.0,6.0,14,11,1,17,1,1
14.0,6.0,14,11,1,16,1,1
12.0,6.0,14,11,1,15,1,1
10.0,6.0,14,11,1,14,1,1
8.0,6.0,14,11,1,13,1,1
6.0,6.0,14,11,1,12,1,1
4.0,6.0,14,11,1,11,1,4
4.0,4.0,1,10,18,11,4,1
2.0,4.0,15,10,1,10,1,4
2.0,2.0,1,9,18,10,4,1
0.0,2.0,16,9,1,9,1,4
0.0,-24.0,1,8,18,9,4,2
2.0,-24.0,1,8,17,1,2,2
4.0,-24.0,2,8,17,1,2,3
4.0,-22.0,1,1,17,1,3,2
6.0,-22.0,2,9,17,1,2,3
6.0,-20.0,1,1,17,1,3,2
8.0,-20.0,1,10,17,1,2,2
10.0,-20.0,1,10,17,1,2,2
12.0,-20.0,1,10,17,1,2,2
14.0,-20.0,1,10,17,1,2,2
16.0,-20.0,1,10,16,1,2,2
18.0,-20.0,1,10,15,1,2,2
20.0,-20.0,1,10,14,1,2,4
20.0,-22.0,1,9,14,7,4,2
22.0,-22.0,2,9,13,1,2,4
22.0,-24.0,1,8,13,9,4,2
24.0,-24.0,3,8,12,1,2,4
24.0,-26.0,1,7,12,21,4,2
26.0,-26.0,4,7,11,1,2,4
26.0,-28.0,1,6,11,22,4,2
28.0,-28.0,19,6,10,1,2,4
28.0,-30.0,1,5,10,23,4,2
30.0,-30.0,20,5,9,1,2,4
30.0,-32.0,1,4,9,24,4,2
32.0,-32.0,21,4,8,1,2,4
32.0,-34.0,1,3,8,25,4,2
34.0,-34.0,22,3,7,1,2,4
34.0,-36.0,1,2,7,26,4,2
36.0,-36.0,23,2,6,1,2,4
36.0,-38.0,1,1,6,27,4,2
38.0,-38.0,24,1,5,1,2,2
40.0,-38.0,24,1,4,1,2,2
42.0,-38.0,24,1,3,1,2,2
44.0,-38.0,24,1,2,1,2,2
46.0,-38.0,24,1,1,1,2,3
46.0,-36.0,23,1,1,5,3,1
